Category,Message,Message_Length
1,important customer service announcement call freephone,54
0,exhausted train morning much wine pie sleep well,48
0,im going buy mums present ar,28
0,mind blastin tsunamis occur rajnikant stopped swimming indian oceand,68
0,u sending home first ok lor im ready yet,40
0,speaking cash yet,17
0,happy come noon,15
0,meet lunch la,13
0,take care n get well soon,25
1,xclusiveclubsaisai morow soiree speciale zouk nichols parisfree roses ladies info,81
0,meant say cant wait see u getting bored bridgwater banter,57
0,neva mind ok,12
0,fine imma get drink somethin want come find,43
1,days kick euro u kept date latest news results daily removed send get txt stop,78
0,valentine game send dis msg ur friends answers r someone really loves u ques colour suits bestrply,98
0,many dependents,15
0,thanx today cer nice catch ave find time often oh well take care c u soonc,74
0,called said himthen choose future,33
0,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st,97
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,113
0,family happiness,16
0,come n pick ì_ come immediately aft ur lesson,45
0,let snow let snow kind weather brings ppl together friendships grow,67
0,dear got ltgt dollars hi hi,27
0,good words words may leave u dismay many times,46
0,make sure alex knows birthday fifteen minutes far youre concerned,65
0,sorry got things may pub later,30
0,nah straight bring bud drinks something thats actually little useful straight cash,82
0,haha good hear im officially paid market th,43
0,many licks take get center tootsie pop,38
0,yup thk r e teacher said make face look longer darren ask cut short,67
1,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddycom txt one name,97
1,todays vodafone numbers ending selected receive å award number matches call receive å award,91
0,please dont say like hi hi hi,29
0,thank u,7
0,oh forwarded message thought send,33
0,got seventeen pounds seven hundred ml ûò hope ok,48
1,dear voucher holder claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop,102
0,n funny,7
0,sweetheart hope kind day one loads reasons smile biola,54
0,ì_ login dat time dad fetching ì_ home,38
0,shower baby,11
0,askd u question hours answer,28
0,well imma definitely need restock thanksgiving ill let know im,62
0,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day,88
0,probably gon na swing wee bit,29
0,ya nice ready thursday,22
0,allo braved buses taken trains triumphed mean weûre bûham jolly good rest week,78
0,watching cartoon listening music amp eve go temple amp church u,63
0,mind ask happened dont say uncomfortable,40
1,private account statement shows unredeemed points call identifier code expires,78
0,prob send email,15
1,cash prize claim call tc rstm sw ss ppm,39
0,thats cool sometimes slow gentle sonetimes rough hard,53
0,im gon na say sorry would normal starting panic time sorry seeing tuesday,73
0,wait know wesleys town bet hella drugs,38
0,fine miss much,14
0,u got persons story,19
0,tell drug dealers getting impatient,35
0,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,111
0,place man,9
0,doesnt make sense take unless free need know wikipediacom,57
1,premium phone services call,27
0,sea lays rock rock envelope envelope paper paper words,54
0,mums repent,11
0,sorry going home first daddy come fetch ì_ later,48
0,leave de start prepare next,27
0,yes baby study positions kama sutra,35
0,en chikku nange bakra msg kalstiyathen teacoffee,48
0,carlosll minute still need buy,30
0,pay ltdecimalgt lakhs,21
0,good evening ttyl,17
0,u receive msg,13
0,ho ho big belly laugh see ya tomo,33
1,sms ac sun posts helloyou seem cool,35
1,get ur st ringtone free reply msg tone gr top tones phone every week å per wk opt send stop,91
0,ditto wont worry saying anything anymore like said last night whatever want ill peace,85
0,ive got ltgt way could pick,27
0,dont knw pa drink milk,22
0,maybe say hi find got card great escape wetherspoons,52
0,piggy r u awake bet ure still sleeping im going lunch,53
0,cause im freaky lol,19
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today,78
0,hex place talk explain,22
0,ìï log wat sdrybi,17
0,xy going e lunch,16
1,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg,97
0,wanted ask ì_ wait finish lect cos lect finishes hour anyway,60
0,finished work yet,17
0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni,92
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,142
0,thanks love torch bold,22
1,forwarded please call immediately urgent message waiting,56
0,farm open,9
0,sorry trouble u buy dad big small sat n sun thanx,49
0,sister law hope great month saying hey abiola,45
0,purchase stuff today mail po box number,39
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem,65
0,good good job like entrepreneurs,32
0,aight close still around alexs place,36
0,meet corporation st outside gap û_ see mind working,51
0,mum ask ì_ buy food home,24
0,ku also dont msg reply msg,26
0,much r ì_ willing pay,21
0,sorry ill call later,20
0,important prevent dehydration giving enough fluids,50
0,thats bit weird even supposed happening good idea sure pub,58
0,true deari sat pray evening felt soso smsd time,47
0,dont think get away trek long family town sorry,47
0,wan na gym harri,16
0,quite late lar ard anyway wun b drivin,38
1,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alerts reply word,113
1,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs,116
0,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,175
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,108
1,ampm cost p,11
0,save stress person dorm account send account details money sent,63
0,also knows lunch menu da know,29
0,stuff sell ill tell,19
1,urgent nd attempt contact uu å call b tcsbcmwcnxx callcost ppm mobilesvary maxå,79
0,book lesson msg call work sth im going get specs membership px,62
1,guaranteed å cash å prize claim yr prize call customer service representative ampm,82
0,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime,107
0,oh send address,15
0,sfine anytime best,18
0,wondar full flim,16
0,ya even cookies jelly,21
0,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run,136
0,got looks scrumptious daddy wants eat night long,48
0,cos lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,83
0,alright omw got ta change order halfth,38
0,exactly anyways far jide study visiting,39
0,dunno u ask,11
1,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call,89
0,didnt spring coming early yay,29
0,lol wont feel bad use money take steak dinner,45
0,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply,95
0,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh,82
0,one talking,11
0,thanks looking really appreciate,32
1,hi customer loyalty offerthe new nokia mobile å txtauction txt word start get tctxt tc pmtmsg,93
0,wish,4
0,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao,108
0,yes glad made,13
0,well little time thing good times ahead,39
0,got room soon û_ hadnt put clocks back til shouted everyone get realised wahay another hour bed,95
0,ok may free gym,15
0,men like shorter ladies gaze eyes,33
0,dunno jus say go lido time,26
0,promise take good care princess run please send pics get chance ttyl,68
1,u subscribed best mobile content service uk å per days send stop helpline,73
0,reason weve spoken year anyways great week best exam,52
0,monday next week give full gist,31
1,realize years well thousands old ladies running around tattoos,62
1,important customer service announcement premier,47
0,dont gim lip caveboy,20
0,get library,11
0,realy sorryi dont recognise number confused r u please,54
0,didnt holla,11
0,cant think anyone spare room top head,37
0,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas,110
0,u made appointment,18
0,call youcarlos isare phones vibrate acting might hear texts,59
1,romantic paris nights flights å book next year call tscs apply,62
0,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,85
1,urgent ur å guaranteed award still unclaimed call closingdate claimcode mm åpmmorefrommobilebremovedmobypoboxlsyf,113
0,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor,110
0,wishing family merry x mas happy new year advance,49
1,ur awarded city break could win å summer shopping spree every wk txt store skilgme tscswinawkage åperwksub,106
0,im nt goin got somethin unless meetin dinner lor haha wonder go tis time,72
0,sorry ill call later,20
0,cant pick phone right pls send message,38
0,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get,101
0,getting anywhere damn job hunting,33
0,lol u drunkard hair moment yeah still tonight wats plan,55
0,idc get weaseling way shit twice row,36
0,wil ltgt minutes got space,26
0,sleepingand surfing,19
0,thanks picking trash,20
0,dont go tell friend youre sure want live smokes much spend hours begging come smoke,83
